building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.012330428527177,6.367430697144924,30.941014791508444,55.542295034537624
10009,11.00012495011416,5.811146231678393,16.6712734948236,74.9723590310584
10014,14.74415972756006,7.037739120642212,38.26367541377415,52.80837116508215
10019,14.735513735416182,7.030331120415747,38.14915412864569,52.92926826787113
10029,10.616027631915902,6.317339192190511,18.25563221896085,74.51301795448481
10031,12.507058435679898,6.278434837933775,24.044722033998173,66.39513301711693
10051,13.289032421021728,5.999085491685378,25.97693550756574,62.859923608050536
10053,11.366483725785583,6.261220688340161,19.9510754583921,72.41052538787024
10056,14.220107536444463,6.179461451915116,31.763454814173965,57.06174975667784
10064,12.71695788609377,6.964227740265228,28.79137124461432,62.75688345539249
10075,15.156926408120114,6.4405187006126265,39.12088154756647,47.45605511880576
10079,15.094345885013327,7.3139134631761715,41.90001451870493,49.44974108309539
10080,15.77773335780458,7.280588144274725,46.365765006711015,44.711034476002
10082,16.465711215338732,6.713349124002093,48.64349722630506,40.56137689061685
10083,15.639243025712506,7.12080831705629,44.855518923515284,45.886354482120744
10084,15.100580048851134,7.150542897684297,40.90648998644782,50.266526125583496
10085,15.868857559196025,7.192793489469626,46.18303917834116,44.72566696293788
10086,14.391518996180157,7.215617921973034,37.25664572257129,53.01884968583857
10087,15.07319645763045,7.275524247321292,41.532405798190645,49.89713190601896
10089,13.989754275444119,7.2762822622001,35.45861191757374,56.3640146392669
10090,14.289760048333648,6.61875557664372,36.61720380245769,51.19638302805471
10093,14.095282910450614,6.567368392960702,33.37738587863163,56.457308750568714
10094,14.19403370953225,6.761511288757255,35.37678542111312,54.92584687790729
10097,14.35294010231414,6.862342916825256,37.78967295515373,51.308832169201644
10117,15.464960039223472,6.682104314104595,44.11653993826696,44.475394614670385
10119,14.087555463535395,6.751740038049033,35.080178957422206,54.69763233298145
10120,15.281832945400847,8.031454724454425,46.168775716171105,47.71627461636002
10124,13.86567067863032,7.032472631137105,34.5643361911253,56.06951967571834
10126,13.395540143621501,6.636762637649203,29.66113660430639,61.092481468408046
10128,17.42621800296504,6.706337833865217,56.03287758684896,34.885886045645584
10136,15.42319185050307,7.273070250073649,44.30778965268372,46.891158413002856
10144,12.107162529292452,6.127344539051251,21.81051363157102,68.90344931465582
10145,10.648807568462614,5.892591075736647,16.560690898737782,75.29657397741293
10150,14.959970662154847,7.495511147661566,41.195779166589396,50.74272573855312
10161,13.448702939281164,7.030558762137383,31.809772738844856,59.47317503691508
10165,13.053286953943644,6.732529154665719,29.06502057613169,62.05925925925926
10167,13.231420843783365,6.814884034962364,30.187672922430746,60.85369512317077
10168,13.192325277051072,6.901104339350546,30.320607642062924,60.489969584656045
10174,16.575933439148447,6.973666283193689,49.40673048013928,41.37923801399794
10176,16.650114177475352,6.857900820580975,49.7586724900548,40.73914373939411
10177,16.617841595761657,6.787657222860678,49.088377821209605,40.97212926026077
10180,16.483839932316425,6.869997751289152,48.18538422557416,42.15376530427112
10182,16.734223436473595,6.319518117775651,50.86026067076763,37.53446934879446
10198,14.428357236602913,7.342058715465611,38.62776233955273,53.21820828371047
10199,17.2412804388418,6.97704548005514,53.889583871117196,37.67465565285307
10200,12.822387175956022,7.259005678647009,30.670315186629825,61.66511671472633
10201,15.949510915330876,7.272133074209494,47.054912823855304,44.6491771223725
10202,13.545858915133682,7.495538566632195,34.03781537666262,58.643656679324806
10203,16.803867134113467,6.612297672066356,51.215416069247524,38.888003823482556
10204,14.764615089141266,7.0639358831941435,39.035507361930584,51.7308510072822
10205,11.444434980335545,6.667193257671692,23.16808915225755,69.39260602308407
10206,10.122006305485867,6.363298880521654,17.54514804553193,76.32272924525154
10207,11.38236452422281,6.614986943125072,22.644717520673932,69.82765283252184
10208,9.475848986378839,5.542434527398688,11.935778252454446,82.34503645316245
1021,16.748165765485297,6.380146230860443,48.78778837547281,39.59923388610312
10215,15.466499194309838,7.149693017131412,44.25353739532197,46.60286291819644
10219,14.156474778760717,7.303292900427722,37.30760536752769,54.16846474734398
1022,17.77227413968253,6.221638494703637,57.556159706048824,31.853989403653976
1023,18.974517783938605,5.845240137535097,65.2070415776747,25.13007724659635
1024,18.29128231969827,5.931218527654084,60.49334523012864,28.963119934567626
10243,16.609482306714977,6.2020374407113605,48.990305174960156,38.13005395762353
10244,15.56901702242271,6.620870854696626,44.0976569486675,43.51338460621236
10245,16.654509850261796,6.210926102046453,49.19584690553746,37.89407864122848
10247,15.605927275590092,6.618944875116858,44.63278535653586,43.11970761201438
10249,16.121150474248072,6.23215346299782,45.97662433898076,40.454377042002086
1025,17.52390425306797,6.333029643029337,56.016014152041336,33.87365578883665
10251,12.175629185296138,7.589441527419132,29.171162984419073,65.16726302038963
10252,11.992384055119878,7.614807091880414,27.49379605955783,67.02981651376146
10255,11.924774878391073,7.226711850235889,25.799709616860717,67.9699999075213
10257,15.235306169338221,7.293773257252505,40.73436198596779,51.25146463006621
10259,12.643503344947979,7.62873632328077,30.44601416133076,63.863197479418645
1026,18.54662158864446,5.7142403244044395,61.95376584638329,26.82979120059657
10260,13.662653678336632,7.209782848579671,33.642886934908624,58.17195972114639
10262,14.715405133820868,7.4453532829977,39.054527928736434,53.17511758155923
10263,16.73792017442238,7.0743598467441196,49.393142553683546,41.79821668708083
10265,15.084589619984559,7.1660071948252195,40.79271686411704,50.56584771143092
10267,16.26519856864974,7.476210285742022,48.967021053798675,43.15967131928104
10268,16.93553535063503,6.978352069815345,51.358855384769306,39.75386770389085
10269,18.600489289145745,6.7895178373251435,61.863742070426994,30.435799700017892
1027,14.656332475179397,6.669516846899161,35.63064151824039,52.640001333544475
10276,13.207764867437817,6.971698014036628,30.486734771257407,61.73179213294478
10277,13.537827196586779,7.044627192683282,32.543950239189016,59.47675177759576
10279,13.924141970465325,7.00840589702747,36.13212462227779,55.00468896530165
10281,13.017523519512183,6.8741806822127005,31.270833333333332,60.02499999999999
10282,14.265223316147315,6.788343227964655,37.69318931684785,51.45347827596986
10285,13.977977908353095,7.041059364918544,35.409403063919704,56.59799260433175
10288,14.538867398148993,6.821348931646615,36.31999158193799,53.66777592171202
10291,12.223777590932219,6.7376679268032476,25.168721421543093,66.23603634890317
10292,11.17978946767008,6.445348972673388,20.07569619667122,72.58501354198013
10303,17.62450848274296,6.581221319603254,55.59736902385549,34.55283222618541
10306,14.258882700045858,7.368911074672483,37.096631336541584,55.58589944200053
1031,12.153724378072278,6.847766797318244,25.77233840304182,66.4448669201521
10311,16.352122439270865,6.581738010042758,48.19244327726122,41.00007097735822
10312,16.43298412832231,6.453772913169625,47.64401017521337,41.26310534198702
10315,16.717919026392114,6.3966511051586865,49.795688696560866,39.0241288299996
10316,15.96394509164038,6.603242152503406,44.95055419558851,43.614900621400324
10318,17.494966073651337,6.315940817565918,56.69512066603436,32.08346506481189
10323,14.29467079190436,7.366452065764898,38.07162799653413,53.329482365777736
10324,16.409024607683993,7.020614938473255,49.327496510595104,41.42399441695216
10330,14.98118674876632,7.18218590674493,40.825848417149196,49.59801820696364
10334,15.035165864882234,7.19402981715789,41.30135577668444,48.99463700938128
10337,13.95314975712706,6.840567621270031,33.93233838692507,57.003726120300456
10340,13.433703746287845,7.500065750771796,32.83324760435122,60.38273227791431
10349,13.646495343792573,7.363286193816557,34.23499171210993,58.298700362745336
10350,16.618503430745854,7.269806409840274,50.72234646924244,40.646770005912444
10354,12.319099570585557,6.728472426446176,25.995318360862246,65.03906066389027
10356,12.460352374246606,6.905740148510296,26.985747027646468,64.91638017476006
10357,11.870604012716159,6.8571038493519625,23.799657771817046,69.15044165934422
10363,15.904763861378061,6.929132516436694,45.713941106535486,44.58965832141565
10366,15.787200626281212,6.835450860862309,43.862216737930574,45.45967610793851
10370,15.606012353616672,7.676846780164223,46.57764975833618,46.1431430942733
